_gold_cui_rank,_gold_cui_score,_gold_name,_text,accuracy,max_accuracy,max_mrr,mrr,~pred_cuis_1.0,~pred_cuis_10.0,~pred_cuis_2.0,~pred_cuis_3.0,~pred_cuis_4.0,~pred_cuis_5.0,~pred_cuis_6.0,~pred_cuis_7.0,~pred_cuis_8.0,~pred_cuis_9.0,~~comm,~~mention_uuid,cos_dist,sentence,cos_rank
1.0,0.9944273829460144,Melaena,melena,1.0,1.0,1.0,1.0,C0025222=Melaena (0.99),"C0010200=Cough, NOS (-0.74)",C0006826=Neoplasms - malignant (-0.18),C0019080=Haemorrhage (-0.27),C0018926=Haematemesis (-0.34),"C0042963=Vomiting, NOS (-0.58)","C1258215=Ileus, NOS (-0.65)","C0004144=Atelectasis, NOS (-0.67)","C0032285=Pneumonia, NOS (-0.71)","C0014356=Enterocolitis, NOS (-0.73)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819889,0.16393710424548097,"Pt denies chest pain, , sob, , syncope, , melena, , hematochezeia. .",21044.0
41358.5,-0.9964354038238524,Gastrooesophageal reflux disease,GERD,0.0,0.0,2.4178534297250897e-05,2.4178826601545026e-05,C0547004=Intermenstrual bleeding - regular (0.19),"C0233407=Disorientation, NOS (-0.30)","C0011991=Diarrhea, NOS (-0.10)","C0007177=Tamponade, cardiac (-0.11)","C0022346=Icterus, NOS (-0.16)","C0028754=Obesity, NOS (-0.20)","C0031039=Pericardial effusion, NOS (-0.20)","C0018681=Headache, NOS (-0.22)","C0013390=Dysmenorrhea, NOS (-0.29)","C0013336=Dwarfism, NOS (-0.30)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81988d,-0.01698512118884306,"Pt staes this has never happened before, , she has no history of bleeding problems, , no liver problems, , no GERD, , no NSAID or steroid use. .",105112.0
74397.0,-0.9941429495811462,Irregular periods,Irregular menstrual cycle,0.0,0.0,1.3441402207078246e-05,1.3441402207078246e-05,C0152113=Rheumatic chorea (0.25),C0547004=Intermenstrual bleeding - regular (-0.41),C0038454=Accident - cerebrovascular (0.11),C0149721=Ventricular hypertrophy (& [left]) (0.09),"C0029944=Overdose, NOS (0.09)",C0033270=Retained products of conception (0.02),"C0043252=Gunshot wound, NOS (-0.04)",C0024117=Chronic obstructive airway disease (-0.06),C0586325=Left sided cerebral hemisphere cerebrovascular accident (-0.34),C1546348=Intracerebral hemorrhage (& [cerebrovascular accident due to]) (-0.34),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81988e,0.6956476997439667,Irregular menstrual cycle LBP s/ /p p MVA Htn Social History: :,22331.0
5.0,0.18683476746082306,"Hypertensive disease, NOS",Htn,0.0,0.0,0.2,0.2,"C0018681=Headache, NOS (0.78)","C0020564=Hypertrophy, NOS (0.07)","C0428977=Bradycardia, NOS (0.33)","C0020649=Hypotension, NOS (0.27)",C0149721=Ventricular hypertrophy (& [left]) (0.20),"C0020538=Hypertensive disease, NOS (0.19)","C0039070=Syncope, NOS (0.15)","C0039231=Tachycardia, NOS (0.13)","C0086439=Hypokinesia, NOS (0.13)","C0003578=Apnea, NOS (0.08)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81988f,0.00912983268616517,Irregular menstrual cycle LBP s/ /p p MVA Htn Social History: :,132140.0
1.0,0.9331465363502502,Myocardial infarction,MI,1.0,1.0,1.0,1.0,C0027051=Myocardial infarction (0.93),C0038454=Accident - cerebrovascular (0.22),C0026266=Mitral valve insufficiency (0.92),C0003504=Aortic valve insufficiency (0.89),C0034088=Pulmonary valve insufficiency (0.87),C0040961=Tricuspid valve insufficiency (0.81),C0003811=Cardiac arrhythmia (0.68),C0542269=Non-Q wave myocardial infarction (0.47),C0151744=Myocardial ischemia (0.31),C0018817=Atrial septal defect (0.24),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a819890,0.03897387649821233,Father with MI- - age unknown Physical Exam: :,46472.0
2.0,0.6758863925933838,Diaphragmatic hernia,hiatal hernia,0.0,0.0,0.5,0.5,C0019294=Inguinal hernia (0.75),C0019316=Retrocecal hernia (-0.18),C0019284=Diaphragmatic hernia (0.68),C0019290=Foraminal hernia (0.30),C0019297=Inguinofemoral hernia (0.29),C0267672=Bilateral inguinal hernia (0.24),C0269161=Hernia of ovary (0.17),C0019305=Perineal hernia (0.03),C0019325=Vaginolabial hernia (0.03),C0019306=Labial hernia (-0.17),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81989a,0.44996561475137264,9* * MCHC- -3 34.7 RDW- -1 14.3 EGD showed hiatal hernia and vertical laceration in distal esphagus with blood in stomach and overlying lac. .,116040.0
17.0,0.1341109573841095,Laceration of esophagus,laceration ... esphagus,0.0,0.0,0.05882352941176471,0.05882352941176471,C0347633=Laceration of liver (0.69),C0561244=Laceration of shoulder (0.36),C0347636=Laceration of spleen (0.69),C0856548=Laceration of head (0.65),C0347627=Laceration of lung (0.62),C0434075=Laceration of duodenum (0.51),C0561806=Laceration of scrotum (0.48),C0561259=Laceration of buttock (0.42),C0426775=Laceration of anus (0.41),C0432949=Laceration of back (0.36),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81989b,0.48274842932516693,9* * MCHC- -3 34.7 RDW- -1 14.3 EGD showed hiatal hernia and vertical laceration in distal esphagus with blood in stomach and overlying lac. .,102682.0
7.0,-0.2778335213661194,Laceration of stomach,stomach ... lac,0.0,0.0,0.14285714285714285,0.14285714285714285,C0347633=Laceration of liver (0.04),"C0269859=Obstetrical laceration, NOS (-0.38)",C0856548=Laceration of head (-0.02),C0347636=Laceration of spleen (-0.07),C0561244=Laceration of shoulder (-0.08),C0434075=Laceration of duodenum (-0.13),C0561240=Laceration of cheek (-0.17),C0434066=Laceration of stomach (-0.28),C0347627=Laceration of lung (-0.32),C0561261=Laceration of thigh (-0.33),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81989d,0.4572859086186576,9* * MCHC- -3 34.7 RDW- -1 14.3 EGD showed hiatal hernia and vertical laceration in distal esphagus with blood in stomach and overlying lac. .,93137.0
1.0,0.9990959167480468,Haemorrhage,bleeding,1.0,1.0,1.0,1.0,C0019080=Haemorrhage (1.00),"C0010200=Cough, NOS (0.77)",C0547004=Intermenstrual bleeding - regular (1.00),C0232943=Intermenstrual heavy bleeding (1.00),C0018926=Haematemesis (0.98),"C0029944=Overdose, NOS (0.92)",C1971752=(Ovulation bleeding) or (intermenstrual bleeding - regular) (0.91),C0151701=Pulmonary haemorrhage (0.89),C0017181=Gastrointestinal hemorrhage (0.88),C2937358=Cerebral hemorrhage (0.85),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81989e,0.043162705111983536,There was no further bleeding throughout the hospital stay. .,83263.0
5.0,0.8361326456069946,"Hypertensive disease, NOS",hypertensive,0.0,0.0,0.2,0.2,C0151620=Hypertensive encephalopathy (0.95),C0085580=Essential hypertension (0.08),C0520539=Hypertensive episode (0.93),C0020546=Hypertensive crisis (0.90),C0745138=Hypertensive urgency (0.85),"C0020538=Hypertensive disease, NOS (0.84)",C0152132=Hypertensive retinopathy (0.78),C0221155=Systolic hypertension (0.69),C1997092=Hypertensive left ventricular hypertrophy (0.60),C0018036=Goldblatt hypertension (0.48),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a81989f,0.10643874725038904,Pt was noted to be hypertensive to a maximum of 200/ /1 110 and was restarted on her home blood pressure medications and treated episodically with hydralazine. .,74430.0
1.0,0.9624660611152648,"Hypertensive disease, NOS",hypertension,1.0,1.0,1.0,1.0,"C0020538=Hypertensive disease, NOS (0.96)",C0264653=Hypertensive renal failure (-0.28),C0520539=Hypertensive episode (0.64),C0020546=Hypertensive crisis (0.48),C0151620=Hypertensive encephalopathy (0.34),C0152132=Hypertensive retinopathy (-0.00),C0520540=Rebound hypertension (-0.02),C0221155=Systolic hypertension (-0.02),C0018036=Goldblatt hypertension (-0.12),"C0340274=Pregnancy-induced hypertension, NOS (-0.27)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198a0,0.16663030690974973,During periods of hypertension there were no signs or symptoms of end organ damage. .,42472.0
1.0,0.5286493301391602,Nausea NOS,nausea,1.0,1.0,1.0,1.0,C0027497=Nausea NOS (0.53),"C0030193=Pain, NOS (-0.97)","C0013404=Dyspnea, NOS (-0.87)","C0018681=Headache, NOS (-0.92)","C0013428=Dysuria, NOS (-0.92)",C0036572=Seizure (-0.92),"C0233407=Disorientation, NOS (-0.93)","C0011991=Diarrhea, NOS (-0.95)","C0042963=Vomiting, NOS (-0.97)","C0039070=Syncope, NOS (-0.97)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198a2,-0.01819907625496106,Tablet PO three times a day as needed for nausea for 5 days. .,143248.0
53.0,-0.5841987133026123,Anaemia due to blood loss,blood loss anemia,0.0,0.0,0.018867924528301886,0.018867924528301886,C0018926=Haematemesis (0.55),C0152113=Rheumatic chorea (-0.31),"C0029944=Overdose, NOS (0.49)",C0024117=Chronic obstructive airway disease (0.01),C2240377=High blood pressure (& [essential hypertension]) (-0.16),C0026826=Muscle hypertonia (-0.20),C0009443=Common cold (-0.21),"C0013404=Dyspnea, NOS (-0.21)",C0547004=Intermenstrual bleeding - regular (-0.26),C0751295=Loss of memory (-0.28),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198a3,0.3964230334428275,weiss tear blood loss anemia thrombocytopenia hypertensive urgency Discharge Condition: :,141144.0
1.0,0.9856126308441162,Hypertensive urgency,hypertensive urgency,1.0,1.0,1.0,1.0,C0745138=Hypertensive urgency (0.99),C0333301=Hypertensive ischemic ulcer (0.23),C0221155=Systolic hypertension (0.64),C0520539=Hypertensive episode (0.56),C0264654=Chronic hypertensive uremia (0.37),C0151620=Hypertensive encephalopathy (0.34),C0020546=Hypertensive crisis (0.33),C0020540=Malignant hypertension (0.33),C0152132=Hypertensive retinopathy (0.25),"C0020538=Hypertensive disease, NOS (0.24)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198a4,0.3845331231804269,weiss tear blood loss anemia thrombocytopenia hypertensive urgency Discharge Condition: :,128950.0
2842.0,-0.9469819068908693,Oesophageal bleeding,bleeding ... esophagus,0.0,0.0,0.0003518648838845883,0.0003518648838845883,C0547004=Intermenstrual bleeding - regular (0.41),C0151701=Pulmonary haemorrhage (-0.07),C0024050=Lower gastrointestinal haemorrhage (0.38),C0232943=Intermenstrual heavy bleeding (0.33),C0152113=Rheumatic chorea (0.23),C0042134=Uterine haemorrhage (0.15),C0017181=Gastrointestinal hemorrhage (0.12),C0038539=Subdural empyema (0.10),C0019080=Haemorrhage (0.00),C0038525=Subarachnoid hemorrhage (-0.01),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198a5,0.5021075999364821,You have anemia from the bleeding in your esophagus and your need to take a medication to help your esophagus heal. .,83258.0
67.0,-0.5801642537117004,"Hypertensive disease, NOS",high blood pressure,0.0,0.0,0.01492537313432836,0.01492537313432836,C2240377=High blood pressure (& [essential hypertension]) (0.66),C0478662=Slowness and poor responsiveness (-0.18),"C0232107=Decreased blood pressure, not hypotension (0.33)",C0547004=Intermenstrual bleeding - regular (0.25),C0581855=O/E - blood pressure decreased (0.13),"C0007177=Tamponade, cardiac (0.08)",C0340544=Drug-induced pulmonary hypertension (-0.07),C1320796=High airway pressure (-0.10),C0239340=Edema of lower extremity (-0.14),C0342966=Desaturation of blood (-0.17),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198a6,0.6982818654761,"Talk with your doctor about having testing for your high blood pressure to see if it has other causes Have your anemia checked and your renal function checked at your next appointment with your primary care doctor in 2 weeks See the gastroenterologists, , Dr. [* ** *F First Name4 (N NamePattern1) )",9009.0
1.0,0.9805672764778136,"Anaemia, NOS",anemia,1.0,1.0,1.0,1.0,"C0002871=Anaemia, NOS (0.98)","C0042749=Viremia, NOS (-0.43)","C0041948=Uremia, NOS (0.50)","C0022116=Ischemia, NOS (0.17)","C0497327=Dementia, NOS (-0.10)","C0086439=Hypokinesia, NOS (-0.32)","C0004096=Asthma, NOS (-0.34)","C0020452=Hyperaemia, NOS (-0.34)","C0032285=Pneumonia, NOS (-0.41)","C0011991=Diarrhea, NOS (-0.42)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198a7,0.0031595439631324305,"Talk with your doctor about having testing for your high blood pressure to see if it has other causes Have your anemia checked and your renal function checked at your next appointment with your primary care doctor in 2 weeks See the gastroenterologists, , Dr. [* ** *F First Name4 (N NamePattern1) )",129859.0
1.0,0.9805672764778136,"Anaemia, NOS",anemia,1.0,1.0,1.0,1.0,"C0002871=Anaemia, NOS (0.98)","C0042749=Viremia, NOS (-0.43)","C0041948=Uremia, NOS (0.50)","C0022116=Ischemia, NOS (0.17)","C0497327=Dementia, NOS (-0.10)","C0086439=Hypokinesia, NOS (-0.32)","C0004096=Asthma, NOS (-0.34)","C0020452=Hyperaemia, NOS (-0.34)","C0032285=Pneumonia, NOS (-0.41)","C0011991=Diarrhea, NOS (-0.42)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198a8,0.1465177599464222,You have anemia from the bleeding in your esophagus and your need to take a medication to help your esophagus heal. .,7383.0
2.0,0.6855881810188293,Mallory-Weiss syndrome,weiss tear,0.0,0.0,0.5,0.5,C0038454=Accident - cerebrovascular (0.70),C0265219=Miller-Dieker syndrome (-0.01),C0024633=Mallory-Weiss syndrome (0.69),C0018817=Atrial septal defect (0.37),C0547004=Intermenstrual bleeding - regular (0.26),C0344794=Malaligned atrial septum (0.22),"C0029944=Overdose, NOS (0.20)","C1260873=Aortic valve disorder, NOS (0.19)",C0480203=Injury - self-inflicted (0.13),C0003504=Aortic valve insufficiency (0.01),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198ab,0.47647454735729633,weiss tear blood loss anemia thrombocytopenia hypertensive urgency Discharge Condition: :,83996.5
82.0,-0.6336430907249451,Haemorrhage,showed bright red blood,0.0,0.0,0.012195121951219513,0.012195121951219513,C0152113=Rheumatic chorea (0.27),C0018926=Haematemesis (-0.18),C0574002=Swollen feet (0.24),C0547004=Intermenstrual bleeding - regular (0.13),"C0043252=Gunshot wound, NOS (0.12)",C0302148=Blood clot (-0.09),C0522040=Edema of finger (-0.10),C0024050=Lower gastrointestinal haemorrhage (-0.15),C0038539=Subdural empyema (-0.16),C2240377=High blood pressure (& [essential hypertension]) (-0.17),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198ac,0.6227506233291741,"In the [* ** *D Doctor First Name ** *] ] pt had several more episodes, , NG lavage showed bright red blood, , decreasing hct over the course of the several hours she was in the [* ** *D Doctor First Name ** *] ]. .",104468.5
1.0,0.9365502595901488,"Vomiting, NOS",vomimitting,1.0,1.0,1.0,1.0,"C0042963=Vomiting, NOS (0.94)","C0233407=Disorientation, NOS (-0.45)",C0085623=Akinesia (0.71),C0401157=Intermittent vomiting (0.20),"C0039070=Syncope, NOS (-0.30)",C1831579=Dominating behavior (-0.30),"C0086439=Hypokinesia, NOS (-0.31)","C1261287=Stenosis, NOS (-0.37)","C0029944=Overdose, NOS (-0.42)","C0002871=Anaemia, NOS (-0.43)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198ae,0.04029434688325163,For past several days pt has been gagging and vomimitting up mucous secondary to post nasal drip. .,46202.0
1.0,0.7644880414009094,"Goiter, NOS",thyromegaly,1.0,1.0,1.0,1.0,"C0018021=Goiter, NOS (0.76)",C0003811=Cardiac arrhythmia (-0.48),C0019214=Hepatosplenomegaly (0.25),C0878544=Cardiomyopathy (0.15),"C0004153=Atherosclerosis, NOS (-0.19)","C0264956=Atheroma, NOS (-0.32)","C0008350=Cholelithiasis, NOS (-0.39)","C0302142=Deformity, NOS (-0.41)",C0019080=Haemorrhage (-0.45),"C0038002=Splenomegaly, NOS (-0.47)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198b2,0.1999365920215901,"supple, , no JVD, , no thyromegaly Card: :",7245.0
8896.0,-0.9871007800102234,Laceration NOS,tear,0.0,0.0,0.00011241007194244605,0.00011241007194244605,C0003504=Aortic valve insufficiency (0.76),C0003507=Aortic valve stenosis (0.23),C0026266=Mitral valve insufficiency (0.72),C0038454=Accident - cerebrovascular (0.62),"C1260873=Aortic valve disorder, NOS (0.52)",C0018817=Atrial septal defect (0.45),C0349600=Ruptured aneurysm of posterior inferior cerebellar artery (0.37),C0344794=Malaligned atrial septum (0.34),C1384733=Superior cerebellar artery syndrome (0.34),C0040961=Tricuspid valve insufficiency (0.27),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198b3,0.11907263463386977,tear was found by EGD and was treated with clipping and application of epinephrine at the site. .,48898.0
1436.0,-0.929607629776001,Low back pain,LBP,0.0,0.0,0.0006963788300835656,0.0006963788300835656,C0149721=Ventricular hypertrophy (& [left]) (0.85),"C0030193=Pain, NOS (0.04)","C0018681=Headache, NOS (0.58)","C0039070=Syncope, NOS (0.42)","C0013404=Dyspnea, NOS (0.35)",C0038454=Accident - cerebrovascular (0.31),"C0043252=Gunshot wound, NOS (0.25)",C0547004=Intermenstrual bleeding - regular (0.18),"C0029944=Overdose, NOS (0.09)",C0018817=Atrial septal defect (0.06),/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198b4,-0.0005065727938165926,Irregular menstrual cycle LBP s/ /p p MVA Htn Social History: :,137395.0
29.0,-0.7979445457458496,Haematemesis,vomitting bright red blood,0.0,0.0,0.03448275862068965,0.03448275862068965,C2585306=Abdominal tenderness of left lower quadrant (-0.38),"C0426912=Large, broad feet (-0.70)",C0152113=Rheumatic chorea (-0.47),C0547004=Intermenstrual bleeding - regular (-0.56),"C0029944=Overdose, NOS (-0.63)",C2240377=High blood pressure (& [essential hypertension]) (-0.64),C0686775=Decreased amniotic fluid production (-0.65),C0033036=Atrial premature complex (-0.65),C0024050=Lower gastrointestinal haemorrhage (-0.68),"C0043252=Gunshot wound, NOS (-0.69)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198b5,0.6519398403795147,PT is a 50 yo woman presenting complaining to 7 episodes of vomitting bright red blood. .,97519.0
1.0,0.9484517574310304,"Thrombocytopenia, NOS",thrombocytopenia,1.0,1.0,1.0,1.0,"C0040034=Thrombocytopenia, NOS (0.95)","C0004610=Bacteremia, NOS (0.65)","C0002871=Anaemia, NOS (0.93)","C0020649=Hypotension, NOS (0.91)",C0018926=Haematemesis (0.87),"C0023518=Leucocytosis, NOS (0.85)",C0878544=Cardiomyopathy (0.82),"C0022116=Ischemia, NOS (0.74)",C0019080=Haemorrhage (0.68),"C0032285=Pneumonia, NOS (0.67)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198b6,0.11783324378185168,weiss tear blood loss anemia thrombocytopenia hypertensive urgency Discharge Condition: :,90905.0
1.0,0.5909553170204163,Edema NOS,e,1.0,1.0,1.0,1.0,C0013604=Edema NOS (0.59),"C0011991=Diarrhea, NOS (-0.18)","C0013404=Dyspnea, NOS (0.32)","C0018681=Headache, NOS (0.18)","C0039070=Syncope, NOS (0.14)","C0010200=Cough, NOS (-0.02)",C0027497=Nausea NOS (-0.04),C0520698=Dhat (-0.09),"C0030193=Pain, NOS (-0.11)","C0013390=Dysmenorrhea, NOS (-0.18)",/Users/elliotschumacher/Dropbox/concept/share_clef/ALLREPORTS/18321-022756-DISCHARGE_SUMMARY.txt,4330506c-a848-800a-ffc8-1cea7a8198b7,-0.08386156274968565,"wwp, , no c/ /c c/ /e e Neuro: :",127829.0
